Nome;Email;Telefone;Idade;Estado;Faixa Etária;Válido
Daniela pereira;daniela.almeida@gmail.com;(86) 99921-2287;75.0;MG;Idoso;True
Fernanda almeida;gustavo.silva@gmail.com;(41) 93545-1523;60.0;CE;Idoso;True
Bruno nascimento;fernanda.ribeiro@gmail.com;(57) 91105-2134;35.0;GO;Adulto;True
Fernanda souza;gustavo.ribeiro@gmail.com;(42) 94189-4609;64.0;RS;Idoso;True
Bruno oliveira;eduardo.oliveira@gmail.com;(82) 91184-2526;34.0;SP;Adulto;True
Fernanda souza;gustavo.silva@gmail.com;(29) 98336-8496;61.0;RS;Idoso;True
Carlos araujo;bruno.araujo@gmail.com;(80) 91073-8281;29.0;CE;Idoso;True
Fernanda oliveira;bruno.costa@gmail.com;(88) 91048-6372;69.0;MG;Idoso;True
Juliana nascimento;carlos.silva@gmail.com;(96) 98874-3389;49.0;MG;Adulto;True
Juliana costa;ana.lima@gmail.com;(76) 92131-4600;43.0;GO;Adulto;True
Gustavo almeida;gustavo.nascimento@gmail.com;(75) 92328-4220;52.0;SC;Adulto;True
Helena pereira;gustavo.souza@gmail.com;(70) 92496-4684;48.0;BA;Adulto;True
Gustavo silva;ana.costa@gmail.com;(46) 98957-5484;30.0;CE;Idoso;True
Juliana nascimento;igor.costa@gmail.com;(33) 95391-3513;55.0;PR;Adulto;True
Igor ribeiro;ana.oliveira@gmail.com;(93) 94157-6019;55.0;PR;Adulto;True
Eduardo costa;ana.oliveira@gmail.com;(35) 93226-3299;65.0;MG;Idoso;True
Daniela lima;juliana.almeida@gmail.com;(33) 93536-4988;40.0;GO;Adulto;True
Ana almeida;ana.oliveira@gmail.com;(75) 90696-8499;18.0;PE;Jovem;True
Bruno costa;juliana.almeida@gmail.com;(26) 91450-2047;27.0;PE;Jovem;True
Eduardo araujo;helena.lima@gmail.com;(93) 93694-2304;31.0;RS;Adulto;True
Eduardo ribeiro;ana.lima@gmail.com;(34) 96171-1441;70.0;SP;Idoso;True
Igor costa;ana.costa@gmail.com;(12) 95252-5000;74.0;CE;Idoso;True
Ana pereira;bruno.pereira@gmail.com;(23) 97115-3908;49.0;RJ;Adulto;True
Carlos pereira;juliana.pereira@gmail.com;(30) 91703-2798;30.0;MG;Idoso;True
Gustavo araujo;eduardo.lima@gmail.com;(57) 97043-3467;33.0;MG;Adulto;True
Daniela silva;daniela.costa@gmail.com;(22) 92940-2561;76.0;PE;Idoso;True
Daniela ribeiro;daniela.silva@gmail.com;(31) 99373-8304;25.0;PR;Jovem;True
Juliana silva;juliana.almeida@gmail.com;(50) 91498-6352;73.0;SP;Idoso;True
Eduardo oliveira;fernanda.costa@gmail.com;(40) 90020-4822;49.0;RJ;Adulto;True
Daniela araujo;eduardo.ribeiro@gmail.com;(85) 99685-1113;60.0;SC;Idoso;True
Ana ribeiro;eduardo.costa@gmail.com;(69) 92155-5103;27.0;MG;Jovem;True
Ana araujo;carlos.araujo@gmail.com;(93) 97393-6039;50.0;RS;Adulto;True
Daniela silva;juliana.nascimento@gmail.com;(97) 91829-7853;28.0;RJ;Jovem;True
Helena pereira;eduardo.costa@gmail.com;(65) 95562-9244;37.0;PR;Adulto;True
Igor costa;bruno.araujo@gmail.com;(15) 97060-7221;80.0;RJ;Idoso;True
Eduardo oliveira;daniela.ribeiro@gmail.com;(53) 94681-1977;22.0;PE;Jovem;True
Carlos costa;juliana.silva@gmail.com;(57) 98443-4549;31.0;CE;Adulto;True
Fernanda costa;fernanda.ribeiro@gmail.com;(74) 95368-6267;78.0;SP;Idoso;True
Fernanda almeida;helena.silva@gmail.com;(22) 97028-8953;45.0;SC;Adulto;True
Juliana ribeiro;carlos.almeida@gmail.com;(36) 97135-8463;67.0;PE;Idoso;True
Gustavo nascimento;carlos.almeida@gmail.com;(12) 91490-5560;39.0;RS;Adulto;True
Daniela ribeiro;eduardo.lima@gmail.com;(13) 90519-4735;79.0;MG;Idoso;True
Eduardo araujo;gustavo.pereira@gmail.com;(29) 94972-4677;25.0;RJ;Jovem;True
Fernanda almeida;ana.almeida@gmail.com;(17) 90475-7528;69.0;RS;Idoso;True
Bruno silva;eduardo.costa@gmail.com;(67) 96078-8567;43.0;GO;Adulto;True
Daniela lima;gustavo.costa@gmail.com;(76) 98310-3129;18.0;GO;Jovem;True
Bruno costa;eduardo.souza@gmail.com;(74) 91128-4030;24.0;MG;Jovem;True
Juliana costa;igor.silva@gmail.com;(17) 93057-8655;56.0;SP;Adulto;True
Juliana almeida;carlos.nascimento@gmail.com;(74) 92004-2191;58.0;PE;Adulto;True
Gustavo souza;juliana.silva@gmail.com;(43) 92155-9525;60.0;CE;Idoso;True
Igor araujo;fernanda.araujo@gmail.com;(70) 97670-2912;18.0;RJ;Jovem;True
Fernanda almeida;carlos.araujo@gmail.com;(34) 92033-2781;56.0;PR;Adulto;True
Fernanda souza;gustavo.nascimento@gmail.com;(39) 91184-7455;36.0;PR;Adulto;True
Gustavo oliveira;helena.nascimento@gmail.com;(20) 90158-9928;55.0;MG;Adulto;True
Bruno costa;fernanda.oliveira@gmail.com;(79) 91395-3727;38.0;PE;Adulto;True
Gustavo costa;helena.pereira@gmail.com;(89) 95422-6390;69.0;CE;Idoso;True
Daniela souza;daniela.araujo@gmail.com;(88) 92313-3844;71.0;PR;Idoso;True
Carlos costa;helena.almeida@gmail.com;(52) 96762-2089;72.0;RS;Idoso;True
Fernanda souza;helena.pereira@gmail.com;(90) 95926-6250;73.0;SP;Idoso;True
Bruno oliveira;juliana.lima@gmail.com;(27) 99791-2097;62.0;MG;Idoso;True
Fernanda silva;fernanda.ribeiro@gmail.com;(82) 96994-9636;80.0;SP;Idoso;True
Ana souza;igor.souza@gmail.com;(75) 92152-4781;30.0;CE;Idoso;True
Fernanda araujo;ana.nascimento@gmail.com;(76) 93869-6525;48.0;SC;Adulto;True
Bruno araujo;fernanda.pereira@gmail.com;(87) 98463-7849;77.0;MG;Idoso;True
Helena costa;eduardo.pereira@gmail.com;(13) 92259-9112;37.0;CE;Adulto;True
Helena costa;fernanda.ribeiro@gmail.com;(80) 99590-3847;44.0;PE;Adulto;True
Helena lima;helena.silva@gmail.com;(33) 93976-2710;75.0;SC;Idoso;True
Carlos silva;bruno.costa@gmail.com;(35) 95782-2723;63.0;PE;Idoso;True
Fernanda ribeiro;juliana.costa@gmail.com;(72) 91715-5668;57.0;BA;Adulto;True
Gustavo costa;ana.costa@gmail.com;(35) 96151-2619;40.0;PR;Adulto;True
Juliana oliveira;juliana.souza@gmail.com;(92) 91533-6576;72.0;RS;Idoso;True
Helena oliveira;fernanda.lima@gmail.com;(18) 96239-1186;54.0;SC;Adulto;True
Carlos lima;fernanda.oliveira@gmail.com;(56) 92787-7626;35.0;GO;Adulto;True
Gustavo oliveira;gustavo.costa@gmail.com;(57) 99549-7954;34.0;SC;Adulto;True
Fernanda souza;juliana.oliveira@gmail.com;(85) 98996-3164;31.0;MG;Adulto;True
Eduardo araujo;helena.pereira@gmail.com;(42) 96847-7209;29.0;GO;Idoso;True
Carlos nascimento;eduardo.silva@gmail.com;(64) 91898-2278;25.0;MG;Jovem;True
Helena souza;eduardo.lima@gmail.com;(29) 99198-4758;23.0;RS;Jovem;True
Helena silva;helena.araujo@gmail.com;(51) 99077-3518;79.0;MG;Idoso;True
Helena araujo;igor.araujo@gmail.com;(95) 91180-7642;45.0;PR;Adulto;True
Ana costa;juliana.araujo@gmail.com;(43) 94413-1968;69.0;RJ;Idoso;True
Gustavo silva;bruno.lima@gmail.com;(47) 99918-5089;30.0;GO;Idoso;True
Eduardo lima;juliana.lima@gmail.com;(23) 96169-6095;79.0;CE;Idoso;True
Daniela oliveira;igor.silva@gmail.com;(88) 98376-8917;47.0;RS;Adulto;True
Juliana almeida;eduardo.costa@gmail.com;(14) 94032-5642;39.0;SC;Adulto;True
Fernanda silva;daniela.costa@gmail.com;(72) 96310-2175;39.0;PE;Adulto;True
Bruno almeida;eduardo.nascimento@gmail.com;(67) 97516-8670;63.0;CE;Idoso;True
Bruno lima;bruno.ribeiro@gmail.com;(41) 94324-1783;29.0;RJ;Idoso;True
Ana silva;daniela.almeida@gmail.com;(64) 97196-8501;41.0;RJ;Adulto;True
Carlos oliveira;ana.pereira@gmail.com;(81) 92858-8905;39.0;CE;Adulto;True
Gustavo silva;ana.ribeiro@gmail.com;(69) 91358-1486;45.0;CE;Adulto;True
Helena silva;ana.silva@gmail.com;(41) 99029-1902;21.0;CE;Jovem;True
Daniela araujo;gustavo.araujo@gmail.com;(55) 92874-8733;67.0;CE;Idoso;True
Ana ribeiro;fernanda.araujo@gmail.com;(22) 98050-8809;60.0;PR;Idoso;True
Bruno pereira;ana.araujo@gmail.com;(96) 92572-1990;62.0;PE;Idoso;True
Fernanda almeida;carlos.costa@gmail.com;(35) 98630-9688;75.0;SC;Idoso;True
Gustavo costa;igor.oliveira@gmail.com;(10) 94566-4137;23.0;PR;Jovem;True
Helena almeida;igor.pereira@gmail.com;(37) 99896-5698;68.0;PE;Idoso;True
Carlos souza;eduardo.ribeiro@gmail.com;(23) 93510-9172;60.0;CE;Idoso;True
Daniela pereira;igor.ribeiro@gmail.com;(87) 98114-3900;33.0;RS;Adulto;True
Bruno lima;bruno.ribeiro@gmail.com;(91) 93468-8113;48.0;GO;Adulto;True
Eduardo silva;bruno.oliveira@gmail.com;(56) 96807-4961;54.0;SC;Adulto;True
Bruno silva;fernanda.oliveira@gmail.com;(95) 90149-9720;79.0;SC;Idoso;True
Helena oliveira;juliana.almeida@gmail.com;(47) 98151-2263;68.0;RJ;Idoso;True
Helena araujo;eduardo.costa@gmail.com;(68) 97368-3128;19.0;RS;Jovem;True
Daniela souza;bruno.costa@gmail.com;(37) 95958-4813;78.0;SC;Idoso;True
Ana silva;igor.souza@gmail.com;(86) 92749-9035;53.0;BA;Adulto;True
Fernanda souza;eduardo.oliveira@gmail.com;(82) 94104-4672;79.0;CE;Idoso;True
Fernanda ribeiro;daniela.lima@gmail.com;(30) 97097-9275;74.0;PE;Idoso;True
Helena costa;juliana.costa@gmail.com;(70) 92433-2764;38.0;CE;Adulto;True
Gustavo costa;daniela.silva@gmail.com;(75) 98205-9422;74.0;PR;Idoso;True
Fernanda nascimento;helena.pereira@gmail.com;(63) 95579-5788;33.0;CE;Adulto;True
Bruno lima;fernanda.araujo@gmail.com;(59) 93286-1891;65.0;MG;Idoso;True
Daniela oliveira;fernanda.lima@gmail.com;(37) 93300-6185;26.0;GO;Jovem;True
Gustavo costa;bruno.ribeiro@gmail.com;(86) 96958-8657;65.0;CE;Idoso;True
Juliana almeida;eduardo.almeida@gmail.com;(20) 99576-3475;26.0;SP;Jovem;True
Juliana araujo;juliana.lima@gmail.com;(27) 94904-8438;31.0;BA;Adulto;True
Igor souza;carlos.ribeiro@gmail.com;(38) 96296-7489;19.0;BA;Jovem;True
Helena silva;bruno.silva@gmail.com;(21) 94347-9561;29.0;MG;Idoso;True
Igor souza;bruno.oliveira@gmail.com;(48) 94388-3013;42.0;PE;Adulto;True
Gustavo souza;daniela.costa@gmail.com;(37) 92810-2491;69.0;SP;Idoso;True
Carlos almeida;gustavo.lima@gmail.com;(49) 93693-1551;41.0;GO;Adulto;True
Gustavo souza;igor.oliveira@gmail.com;(76) 94712-9411;76.0;SC;Idoso;True
Daniela almeida;helena.silva@gmail.com;(62) 94435-3047;73.0;PE;Idoso;True
Ana lima;juliana.souza@gmail.com;(18) 97865-8736;51.0;GO;Adulto;True
Juliana araujo;igor.pereira@gmail.com;(58) 96194-1873;65.0;MG;Idoso;True
Igor pereira;igor.souza@gmail.com;(88) 95657-2917;65.0;PR;Idoso;True
Ana oliveira;daniela.oliveira@gmail.com;(17) 92460-4339;26.0;GO;Jovem;True
Eduardo almeida;carlos.ribeiro@gmail.com;(69) 94512-9689;35.0;MG;Adulto;True
Bruno oliveira;helena.araujo@gmail.com;(89) 95857-4773;49.0;SC;Adulto;True
Bruno nascimento;juliana.ribeiro@gmail.com;(24) 98407-3250;25.0;SP;Jovem;True
Ana pereira;gustavo.ribeiro@gmail.com;(18) 91745-9946;21.0;CE;Jovem;True
Helena almeida;ana.almeida@gmail.com;(97) 97642-8761;30.0;CE;Idoso;True
Carlos pereira;igor.pereira@gmail.com;(42) 95568-6913;67.0;SP;Idoso;True
Fernanda ribeiro;igor.almeida@gmail.com;(54) 97690-2223;59.0;SP;Adulto;True
Fernanda ribeiro;juliana.ribeiro@gmail.com;(70) 92929-9188;19.0;PR;Jovem;True
Juliana nascimento;gustavo.almeida@gmail.com;(56) 98106-3628;27.0;BA;Jovem;True
Eduardo nascimento;daniela.lima@gmail.com;(92) 92512-6157;75.0;SP;Idoso;True
Gustavo araujo;carlos.ribeiro@gmail.com;(74) 90019-9220;45.0;SC;Adulto;True
Igor nascimento;helena.pereira@gmail.com;(62) 99454-4720;34.0;CE;Adulto;True
Juliana souza;daniela.silva@gmail.com;(56) 93080-7655;75.0;GO;Idoso;True
Eduardo lima;helena.lima@gmail.com;(86) 96076-4570;50.0;MG;Adulto;True
Juliana pereira;igor.costa@gmail.com;(24) 92783-3669;18.0;RS;Jovem;True
Juliana ribeiro;carlos.costa@gmail.com;(83) 98262-3637;60.0;RS;Idoso;True
Daniela costa;juliana.silva@gmail.com;(83) 92049-2590;44.0;BA;Adulto;True
Fernanda pereira;igor.costa@gmail.com;(23) 94591-2328;60.0;GO;Idoso;True
Ana souza;daniela.almeida@gmail.com;(90) 99974-8435;35.0;SP;Adulto;True
Fernanda souza;daniela.nascimento@gmail.com;(52) 95673-5252;71.0;RS;Idoso;True
Juliana araujo;carlos.souza@gmail.com;(75) 98761-9553;70.0;SP;Idoso;True
Carlos silva;helena.araujo@gmail.com;(29) 97192-2837;51.0;RS;Adulto;True
Carlos ribeiro;fernanda.pereira@gmail.com;(79) 90906-9974;42.0;RJ;Adulto;True
Juliana araujo;igor.costa@gmail.com;(77) 96353-3815;57.0;RJ;Adulto;True
Juliana ribeiro;ana.pereira@gmail.com;(24) 97144-1077;71.0;GO;Idoso;True
Eduardo pereira;gustavo.ribeiro@gmail.com;(31) 98055-8695;24.0;MG;Jovem;True
Carlos souza;juliana.nascimento@gmail.com;(60) 94047-6269;49.0;PE;Adulto;True
Daniela lima;igor.costa@gmail.com;(24) 91974-4787;50.0;SP;Adulto;True
Juliana almeida;carlos.almeida@gmail.com;(64) 96743-3689;20.0;PR;Jovem;True
Fernanda lima;ana.pereira@gmail.com;(94) 98808-3277;80.0;PE;Idoso;True
Bruno oliveira;helena.pereira@gmail.com;(21) 91318-7599;76.0;SP;Idoso;True
Carlos pereira;helena.pereira@gmail.com;(73) 92943-7993;28.0;CE;Jovem;True
Ana araujo;daniela.araujo@gmail.com;(93) 95771-5699;28.0;PE;Jovem;True
Gustavo oliveira;bruno.araujo@gmail.com;(34) 91100-6138;50.0;SP;Adulto;True
Daniela silva;bruno.silva@gmail.com;(42) 99243-4207;45.0;MG;Adulto;True
Igor costa;carlos.ribeiro@gmail.com;(16) 94298-9580;49.0;RS;Adulto;True
Fernanda oliveira;helena.nascimento@gmail.com;(24) 94898-8619;48.0;BA;Adulto;True
Ana nascimento;fernanda.lima@gmail.com;(27) 95974-8466;23.0;CE;Jovem;True
Igor silva;bruno.almeida@gmail.com;(91) 98765-3783;59.0;SP;Adulto;True
Gustavo oliveira;gustavo.silva@gmail.com;(52) 96643-8527;32.0;BA;Adulto;True
Helena oliveira;juliana.pereira@gmail.com;(14) 96877-7299;49.0;RS;Adulto;True
Helena nascimento;daniela.nascimento@gmail.com;(97) 99161-1622;19.0;CE;Jovem;True
Helena nascimento;juliana.silva@gmail.com;(13) 91933-3294;52.0;RJ;Adulto;True
Fernanda araujo;fernanda.ribeiro@gmail.com;(40) 90572-6603;23.0;MG;Jovem;True
Eduardo nascimento;bruno.nascimento@gmail.com;(86) 96275-4202;19.0;BA;Jovem;True
Carlos silva;helena.almeida@gmail.com;(20) 97898-2390;70.0;SC;Idoso;True
Eduardo souza;igor.pereira@gmail.com;(19) 95393-4749;53.0;BA;Adulto;True
Juliana ribeiro;helena.lima@gmail.com;(74) 99740-7737;77.0;SC;Idoso;True
Eduardo costa;fernanda.silva@gmail.com;(14) 96140-3846;33.0;SC;Adulto;True
Helena pereira;igor.costa@gmail.com;(82) 95325-9487;75.0;PE;Idoso;True
Carlos ribeiro;daniela.costa@gmail.com;(49) 93719-7209;31.0;RJ;Adulto;True
Carlos souza;gustavo.araujo@gmail.com;(22) 91846-2222;40.0;SP;Adulto;True
Juliana lima;daniela.nascimento@gmail.com;(61) 93219-3029;25.0;RS;Jovem;True
Igor almeida;ana.nascimento@gmail.com;(72) 93971-7952;20.0;CE;Jovem;True
Carlos silva;gustavo.ribeiro@gmail.com;(41) 92160-3485;61.0;BA;Idoso;True
Ana almeida;helena.ribeiro@gmail.com;(19) 98408-2203;28.0;RJ;Jovem;True
Helena ribeiro;fernanda.nascimento@gmail.com;(77) 90150-9960;35.0;MG;Adulto;True
Fernanda almeida;fernanda.nascimento@gmail.com;(14) 96443-1420;29.0;RJ;Idoso;True
Gustavo araujo;ana.oliveira@gmail.com;(43) 98388-2818;40.0;MG;Adulto;True
Carlos ribeiro;helena.pereira@gmail.com;(97) 96502-9348;55.0;SC;Adulto;True
Eduardo pereira;bruno.silva@gmail.com;(89) 93941-5573;65.0;BA;Idoso;True
Ana souza;bruno.oliveira@gmail.com;(72) 92150-6233;68.0;BA;Idoso;True
Helena souza;ana.ribeiro@gmail.com;(40) 95022-3637;56.0;GO;Adulto;True
Fernanda araujo;eduardo.araujo@gmail.com;(58) 92941-6617;69.0;PE;Idoso;True
Fernanda costa;ana.costa@gmail.com;(48) 95294-6938;38.0;SC;Adulto;True
Daniela almeida;fernanda.silva@gmail.com;(36) 99398-2560;49.0;CE;Adulto;True
Igor nascimento;juliana.ribeiro@gmail.com;(24) 99180-1525;24.0;SP;Jovem;True
Juliana almeida;fernanda.oliveira@gmail.com;(21) 97375-8295;75.0;CE;Idoso;True
Gustavo ribeiro;ana.silva@gmail.com;(43) 94060-2076;80.0;SP;Idoso;True
Carlos ribeiro;daniela.almeida@gmail.com;(33) 92724-4796;21.0;SC;Jovem;True
Bruno lima;igor.nascimento@gmail.com;(11) 94174-9661;51.0;SP;Adulto;True
Daniela almeida;fernanda.ribeiro@gmail.com;(54) 99949-4260;35.0;RS;Adulto;True
Helena ribeiro;carlos.almeida@gmail.com;(73) 99036-8809;26.0;SC;Jovem;True
Gustavo ribeiro;ana.ribeiro@gmail.com;(71) 91204-7544;73.0;SP;Idoso;True
Eduardo costa;daniela.araujo@gmail.com;(48) 92389-2003;60.0;BA;Idoso;True
Carlos lima;carlos.costa@gmail.com;(73) 93220-2856;68.0;RS;Idoso;True
Juliana silva;ana.ribeiro@gmail.com;(90) 91476-7492;43.0;SC;Adulto;True
Bruno araujo;bruno.silva@gmail.com;(76) 91465-4314;66.0;SC;Idoso;True
Bruno almeida;fernanda.silva@gmail.com;(99) 93920-7994;18.0;RJ;Jovem;True
Eduardo ribeiro;eduardo.souza@gmail.com;(48) 96826-1155;34.0;PR;Adulto;True
Juliana souza;ana.nascimento@gmail.com;(64) 94387-4247;57.0;PE;Adulto;True
Daniela almeida;helena.lima@gmail.com;(64) 95316-7129;21.0;MG;Jovem;True
Daniela costa;igor.pereira@gmail.com;(61) 98106-5090;50.0;MG;Adulto;True
Carlos silva;juliana.costa@gmail.com;(65) 96945-2085;34.0;RJ;Adulto;True
Carlos lima;helena.almeida@gmail.com;(46) 95916-4724;21.0;SC;Jovem;True
Helena costa;fernanda.pereira@gmail.com;(86) 97388-7724;34.0;RS;Adulto;True
Gustavo silva;ana.souza@gmail.com;(46) 92012-6034;76.0;BA;Idoso;True
Ana costa;gustavo.lima@gmail.com;(19) 98831-2722;66.0;PR;Idoso;True
Igor araujo;helena.ribeiro@gmail.com;(58) 97690-2309;74.0;MG;Idoso;True
Ana almeida;carlos.nascimento@gmail.com;(92) 98306-8892;52.0;GO;Adulto;True
Eduardo nascimento;ana.pereira@gmail.com;(82) 94368-7153;51.0;PE;Adulto;True
Helena araujo;ana.souza@gmail.com;(44) 98973-1941;50.0;RS;Adulto;True
Daniela almeida;helena.almeida@gmail.com;(75) 93704-4220;37.0;RS;Adulto;True
Eduardo lima;eduardo.silva@gmail.com;(17) 96983-8190;70.0;RS;Idoso;True
Juliana lima;fernanda.almeida@gmail.com;(98) 97862-2008;62.0;PR;Idoso;True
Daniela almeida;eduardo.oliveira@gmail.com;(31) 95664-3973;72.0;GO;Idoso;True
Daniela ribeiro;daniela.costa@gmail.com;(48) 93708-9803;49.0;PE;Adulto;True
Ana ribeiro;carlos.costa@gmail.com;(33) 92337-3737;41.0;BA;Adulto;True
Juliana pereira;carlos.souza@gmail.com;(40) 92348-7892;50.0;CE;Adulto;True
Daniela ribeiro;ana.costa@gmail.com;(59) 91735-9908;43.0;PE;Adulto;True
Fernanda souza;helena.almeida@gmail.com;(60) 91883-9684;49.0;BA;Adulto;True
Bruno costa;gustavo.nascimento@gmail.com;(76) 97541-2631;71.0;BA;Idoso;True
Carlos costa;ana.araujo@gmail.com;(78) 90777-9884;50.0;BA;Adulto;True
Carlos nascimento;gustavo.oliveira@gmail.com;(92) 99104-2299;79.0;PR;Idoso;True
Gustavo pereira;fernanda.nascimento@gmail.com;(23) 90017-3068;69.0;SP;Idoso;True
Ana silva;carlos.costa@gmail.com;(89) 98120-9838;27.0;RJ;Jovem;True
Ana costa;ana.lima@gmail.com;(50) 90562-2313;46.0;SP;Adulto;True
Juliana araujo;gustavo.oliveira@gmail.com;(61) 94140-1735;58.0;GO;Adulto;True
Fernanda souza;eduardo.pereira@gmail.com;(34) 97724-7016;65.0;BA;Idoso;True
Igor souza;juliana.ribeiro@gmail.com;(64) 94335-9603;18.0;PE;Jovem;True
Igor lima;eduardo.pereira@gmail.com;(24) 93353-6856;67.0;BA;Idoso;True
Bruno ribeiro;daniela.souza@gmail.com;(39) 94697-1934;74.0;MG;Idoso;True
Ana lima;juliana.araujo@gmail.com;(94) 91288-7588;37.0;CE;Adulto;True
Ana oliveira;daniela.pereira@gmail.com;(75) 91174-9117;41.0;CE;Adulto;True
Bruno silva;igor.costa@gmail.com;(61) 96389-6680;24.0;BA;Jovem;True
Helena pereira;igor.ribeiro@gmail.com;(67) 93573-6200;38.0;PE;Adulto;True
Gustavo silva;bruno.almeida@gmail.com;(98) 99784-6490;35.0;MG;Adulto;True
Igor lima;igor.ribeiro@gmail.com;(97) 97771-4264;20.0;SP;Jovem;True
Helena nascimento;bruno.costa@gmail.com;(48) 94548-3010;32.0;PR;Adulto;True
Juliana ribeiro;helena.lima@gmail.com;(66) 91530-2456;55.0;RJ;Adulto;True
Gustavo araujo;igor.silva@gmail.com;(76) 92867-9156;73.0;SP;Idoso;True
Carlos silva;daniela.ribeiro@gmail.com;(89) 99821-2360;60.0;CE;Idoso;True
Bruno silva;gustavo.ribeiro@gmail.com;(19) 91223-6134;27.0;MG;Jovem;True
Gustavo costa;gustavo.nascimento@gmail.com;(90) 96831-4357;20.0;CE;Jovem;True
Daniela pereira;carlos.almeida@gmail.com;(82) 96383-3676;74.0;MG;Idoso;True
Helena almeida;igor.lima@gmail.com;(65) 93350-7070;80.0;PR;Idoso;True
Juliana almeida;daniela.lima@gmail.com;(28) 97759-1680;22.0;RS;Jovem;True
Helena ribeiro;igor.souza@gmail.com;(29) 90014-9512;61.0;PE;Idoso;True
Carlos silva;juliana.pereira@gmail.com;(49) 99839-9401;73.0;MG;Idoso;True
Fernanda silva;gustavo.costa@gmail.com;(76) 90829-6735;74.0;CE;Idoso;True
Helena pereira;juliana.almeida@gmail.com;(72) 97712-9354;53.0;CE;Adulto;True
Eduardo lima;gustavo.nascimento@gmail.com;(47) 98656-4507;76.0;RJ;Idoso;True
Juliana souza;eduardo.araujo@gmail.com;(91) 91160-2792;41.0;GO;Adulto;True
Helena lima;bruno.ribeiro@gmail.com;(37) 95882-6489;18.0;SP;Jovem;True
Bruno nascimento;fernanda.almeida@gmail.com;(92) 95232-9169;69.0;BA;Idoso;True
Juliana lima;ana.ribeiro@gmail.com;(44) 98184-8524;48.0;PE;Adulto;True
Fernanda costa;juliana.ribeiro@gmail.com;(20) 99404-8210;24.0;RS;Jovem;True
Carlos silva;helena.oliveira@gmail.com;(92) 91612-6457;55.0;RS;Adulto;True
Bruno pereira;eduardo.costa@gmail.com;(88) 94058-2177;48.0;RJ;Adulto;True
Gustavo souza;fernanda.lima@gmail.com;(55) 95080-3740;49.0;PE;Adulto;True
Carlos ribeiro;daniela.oliveira@gmail.com;(83) 95470-2778;30.0;SC;Idoso;True
Igor araujo;igor.costa@gmail.com;(99) 97095-5246;80.0;CE;Idoso;True
Gustavo oliveira;daniela.costa@gmail.com;(53) 90296-9560;75.0;GO;Idoso;True
Daniela silva;daniela.ribeiro@gmail.com;(67) 99423-4411;31.0;SC;Adulto;True
Juliana nascimento;fernanda.pereira@gmail.com;(76) 98138-1243;33.0;RS;Adulto;True
Bruno lima;fernanda.pereira@gmail.com;(94) 94387-6537;78.0;GO;Idoso;True
Eduardo costa;helena.almeida@gmail.com;(74) 93408-1481;80.0;PR;Idoso;True
Igor oliveira;carlos.araujo@gmail.com;(21) 93529-2926;70.0;PR;Idoso;True
Bruno ribeiro;daniela.almeida@gmail.com;(34) 98474-3082;73.0;SC;Idoso;True
Carlos lima;helena.nascimento@gmail.com;(70) 93244-9320;57.0;RS;Adulto;True
Eduardo oliveira;fernanda.silva@gmail.com;(52) 93502-7895;19.0;BA;Jovem;True
Bruno nascimento;gustavo.pereira@gmail.com;(45) 93644-9570;47.0;SP;Adulto;True
Juliana silva;gustavo.silva@gmail.com;(98) 96213-2010;42.0;PE;Adulto;True
Ana lima;daniela.pereira@gmail.com;(44) 96269-9057;34.0;BA;Adulto;True
Ana nascimento;gustavo.lima@gmail.com;(60) 93970-2305;48.0;RS;Adulto;True
Ana ribeiro;juliana.almeida@gmail.com;(59) 90080-2575;49.0;SC;Adulto;True
Daniela pereira;helena.araujo@gmail.com;(39) 95890-8797;77.0;PR;Idoso;True
Helena araujo;daniela.silva@gmail.com;(18) 94254-6989;72.0;RJ;Idoso;True
Carlos oliveira;daniela.costa@gmail.com;(82) 95230-8753;27.0;PR;Jovem;True
Eduardo nascimento;daniela.costa@gmail.com;(86) 91142-1845;58.0;PE;Adulto;True
Eduardo lima;ana.oliveira@gmail.com;(36) 98560-2247;46.0;MG;Adulto;True
Daniela ribeiro;juliana.araujo@gmail.com;(28) 91558-5168;58.0;SP;Adulto;True
Fernanda lima;ana.ribeiro@gmail.com;(81) 96498-3660;53.0;SP;Adulto;True
Ana oliveira;fernanda.souza@gmail.com;(93) 90393-9670;35.0;GO;Adulto;True
Fernanda costa;eduardo.silva@gmail.com;(14) 92804-1109;46.0;SP;Adulto;True
Ana souza;daniela.nascimento@gmail.com;(45) 90061-9138;22.0;CE;Jovem;True
Ana pereira;fernanda.almeida@gmail.com;(21) 95187-9688;20.0;MG;Jovem;True
Bruno costa;daniela.ribeiro@gmail.com;(18) 90314-9829;48.0;RS;Adulto;True
Carlos lima;eduardo.araujo@gmail.com;(64) 99779-1586;64.0;RS;Idoso;True
Fernanda oliveira;carlos.almeida@gmail.com;(96) 92797-4248;50.0;CE;Adulto;True
Fernanda pereira;eduardo.pereira@gmail.com;(46) 93206-2040;56.0;PR;Adulto;True
Bruno ribeiro;fernanda.araujo@gmail.com;(85) 99082-3303;46.0;PR;Adulto;True
Juliana pereira;daniela.oliveira@gmail.com;(72) 93825-2091;53.0;RJ;Adulto;True
Fernanda ribeiro;juliana.araujo@gmail.com;(84) 95325-1241;67.0;CE;Idoso;True
