nome,email,telefone,idade,estado
Fernanda Nascimento,eduardo.oliveira@hotmail.com,(28) 98735-1954,19.0,GO
Daniela Oliveira,igor.araujo@yahoo.com.br,(38) 97945-2795,39.0,CE
Ana Ribeiro,igor.almeida@yahoo.com.br,,21.0,RJ
Helena Araujo,gustavo.silva@gmail.com,(11) 92693-4233,73.0,XX
Juliana Nascimento,fernanda.costa@empresa.com,(87) 98349-1332,60.0,PE
Bruno Pereira,ana.lima@yahoo.com.br,(41) 92495-9040,32.0,MG
Gustavo Lima,juliana.oliveira@empresa.com,(33) 92111-5467,41.0,RS
Gustavo Oliveira,carlos.souza@gmail.com,(72) 95171-9853,42.0,CE
Carlos Costa,helena.silva@hotmail.com,(22) 91681-7979,41.0,SP
Bruno Almeida,eduardo.nascimento@yahoo.com.br,(83) 96398-8310,20.0,SP
Juliana Silva,gustavo.souza@hotmail.com,(74) 96034-2155,26.0,RJ
Igor Ribeiro,igor.ribeiro@hotmail.com,(95) 97237-8234,22.0,BA
Eduardo Souza,helena.silva@yahoo.com.br,(25) 96288-4318,52.0,XX
Gustavo Nascimento,gustavo.ribeiro@yahoo.com.br,(50) 93249-9578,38.0,SC
Gustavo Oliveira,daniela.oliveira@yahoo.com.br,(61) 92331-8612,32.0,CE
Carlos Almeida,ana.souza@yahoo.com.br,(60) 91823-2530,71.0,RS
Igor Pereira,gustavo.oliveira@empresa.com,(83) 91073-3699,,CE
Helena Ribeiro,juliana.silva@gmail.com,(97) 94595-5398,80.0,RS
Juliana Pereira,helena.pereira@empresa.com,,38.0,MG
Igor Araujo,juliana.araujo@gmail.com,(92) 90744-9402,65.0,BA
Igor Pereira,carlos.nascimento@gmail.com,(38) 95453-9883,56.0,SC
Daniela Souza,juliana.souza@gmail.com,(69) 94621-4478,79.0,BA
Eduardo Ribeiro,juliana.nascimento@hotmail.com,(49) 90995-9340,62.0,GO
Fernanda Araujo,,(80) 94754-3607,79.0,BA
Bruno Souza,bruno.nascimento@hotmail.com,(48) 95937-5113,38.0,GO
Gustavo Ribeiro,carlos.ribeiro@gmail.com,(32) 98252-9116,62.0,PE
Fernanda Costa,fernanda.pereira@hotmail.com,(69) 95554-8102,57.0,SP
Daniela Costa,daniela.almeida@yahoo.com.br,(39) 98531-7706,18.0,CE
Fernanda Araujo,bruno.almeida@empresa.com,(76) 91248-6109,42.0,SP
Ana Lima,ana.nascimento@gmail.com,(92) 93482-3131,45.0,SP
Carlos Costa,,(21) 93275-4322,20.0,SC
Juliana Almeida,juliana.lima@gmail.com,(34) 92837-7475,62.0,SC
Juliana Oliveira,,(16) 98527-2583,26.0,BA
Helena Silva,juliana.lima@hotmail.com,(48) 95081-5694,75.0,GO
Daniela Pereira,carlos.silva@hotmail.com,(17) 92389-1391,43.0,SC
Fernanda Oliveira,daniela.araujo@gmail.com,(27) 97660-4827,56.0,BA
Bruno Souza,igor.pereira@empresa.com,(84) 91788-3093,30.0,PR
Ana Pereira,bruno.pereira@hotmail.com,(70) 98304-8012,26.0,RS
Juliana Oliveira,fernanda.lima@empresa.com,(42) 94523-9696,47.0,PE
Eduardo Silva,,(30) 99234-8097,48.0,PE
Fernanda Souza,bruno.lima@gmail.com,(31) 90206-6130,42.0,RJ
Eduardo Almeida,fernanda.araujo@yahoo.com.br,(75) 97329-1448,18.0,SP
Helena Silva,juliana.ribeiro@empresa.com,,72.0,RJ
Fernanda Pereira,helena.silva@hotmail.com,(58) 92585-5685,18.0,RS
Igor Pereira,gustavo.araujo@empresa.com,(57) 92493-2076,38.0,BA
Daniela Nascimento,,(26) 92480-6779,49.0,SC
Igor Lima,,(42) 94758-4586,68.0,GO
Igor Almeida,igor.almeida@hotmail.com,(29) 99986-3559,35.0,RS
Juliana Oliveira,daniela.silva@gmail.com,(14) 96944-7859,27.0,PE
Ana Ribeiro,,(43) 96014-7792,52.0,GO
Juliana Nascimento,,(91) 96890-9116,21.0,PE
Ana Lima,carlos.lima@yahoo.com.br,(34) 97215-1786,80.0,GO
Carlos Silva,daniela.nascimento@yahoo.com.br,(18) 90836-7139,79.0,PE
Eduardo Pereira,,(56) 97922-6788,19.0,BA
Juliana Lima,daniela.silva@yahoo.com.br,(74) 98658-3115,75.0,MG
Ana Almeida,,(99) 97423-5176,36.0,RJ
Ana Souza,,(68) 91523-2684,51.0,PR
Gustavo Lima,bruno.ribeiro@gmail.com,(19) 99114-6741,53.0,RJ
Fernanda Souza,,(99) 96610-2751,62.0,RS
Ana Lima,ana.ribeiro@yahoo.com.br,(70) 98953-2325,55.0,CE
Gustavo Pereira,gustavo.lima@empresa.com,(72) 95390-9272,73.0,RS
Gustavo Nascimento,daniela.souza@hotmail.com,(56) 99008-2959,74.0,SP
Bruno Costa,fernanda.nascimento@hotmail.com,(64) 92277-4864,,SP
Helena Araujo,juliana.silva@hotmail.com,(69) 98492-5379,24.0,BA
Igor Souza,bruno.ribeiro@yahoo.com.br,(92) 97584-2108,43.0,BA
Carlos Pereira,,(71) 91294-6647,70.0,RJ
Igor Almeida,carlos.nascimento@hotmail.com,(32) 91739-1156,39.0,CE
Igor Silva,bruno.costa@yahoo.com.br,(12) 94232-8981,37.0,SP
Ana Pereira,ana.pereira@gmail.com,(18) 99359-5774,58.0,RJ
Igor Lima,helena.silva@hotmail.com,,76.0,SC
Fernanda Almeida,bruno.almeida@empresa.com,(65) 98452-6557,53.0,RS
Gustavo Oliveira,ana.araujo@gmail.com,(14) 90902-4173,61.0,MG
Ana Costa,,(10) 98878-7831,38.0,GO
Fernanda Costa,eduardo.silva@empresa.com,(18) 94957-7930,68.0,RS
Eduardo Pereira,,(85) 91348-1885,22.0,GO
Igor Lima,daniela.silva@hotmail.com,(68) 94807-3840,42.0,GO
Ana Lima,igor.nascimento@yahoo.com.br,(74) 93180-8309,49.0,SC
Gustavo Silva,ana.nascimento@empresa.com,(64) 92258-4883,69.0,PE
Igor Lima,bruno.almeida@gmail.com,(45) 97728-1067,53.0,CE
Daniela Oliveira,carlos.ribeiro@gmail.com,(28) 96451-1294,19.0,SP
Fernanda Ribeiro,carlos.nascimento@gmail.com,(62) 92570-3110,48.0,GO
Carlos Souza,carlos.araujo@hotmail.com,(85) 92660-4830,51.0,XX
Gustavo Nascimento,gustavo.nascimento@empresa.com,(16) 91538-4802,76.0,PR
Juliana Pereira,carlos.lima@empresa.com,(23) 94120-9346,62.0,RJ
Gustavo Pereira,eduardo.nascimento@yahoo.com.br,(65) 93755-1510,75.0,CE
Juliana Oliveira,fernanda.silva@gmail.com,(85) 98200-7455,29.0,GO
Gustavo Lima,ana.almeida@empresa.com,(74) 91795-2328,53.0,BA
Juliana Costa,carlos.nascimento@gmail.com,(35) 91960-7400,41.0,SP
Helena Nascimento,igor.araujo@hotmail.com,(79) 95403-4147,46.0,SC
Carlos Pereira,,(18) 93143-6720,70.0,BA
Carlos Araujo,carlos.almeida@yahoo.com.br,(33) 97016-5089,66.0,RJ
Igor Pereira,eduardo.souza@gmail.com,(46) 97317-9601,43.0,PR
Carlos Lima,,(99) 98674-3318,37.0,SC
Igor Oliveira,igor.silva@yahoo.com.br,(97) 92040-9531,60.0,PR
Gustavo Oliveira,gustavo.araujo@yahoo.com.br,(24) 93548-4495,18.0,PR
Juliana Oliveira,bruno.araujo@yahoo.com.br,(72) 92434-4238,62.0,SC
Fernanda Souza,gustavo.souza@yahoo.com.br,(80) 98499-3584,65.0,MG
Igor Nascimento,carlos.almeida@empresa.com,(38) 92999-8494,47.0,SC
Bruno Oliveira,gustavo.ribeiro@hotmail.com,(21) 93332-9681,79.0,SC
Fernanda Oliveira,carlos.silva@empresa.com,(57) 95224-5679,76.0,SP
Ana Costa,igor.silva@yahoo.com.br,(13) 95496-5871,36.0,GO
Gustavo Ribeiro,,(55) 93148-3996,51.0,SC
Eduardo Almeida,ana.pereira@gmail.com,(24) 93300-7897,76.0,CE
Eduardo Oliveira,juliana.souza@empresa.com,(89) 90664-8812,46.0,SP
Daniela Souza,helena.silva@yahoo.com.br,,42.0,MG
Carlos Oliveira,carlos.ribeiro@yahoo.com.br,(92) 94904-2921,68.0,PR
Ana Araujo,daniela.lima@yahoo.com.br,(23) 90206-8696,,SP
Juliana Lima,eduardo.lima@gmail.com,(70) 99027-8522,51.0,BA
Juliana Araujo,daniela.costa@gmail.com,(63) 98122-6837,39.0,CE
Juliana Pereira,juliana.ribeiro@gmail.com,(98) 96270-1168,55.0,PE
Juliana Pereira,carlos.lima@empresa.com,,31.0,RJ
Daniela Silva,fernanda.nascimento@gmail.com,(50) 94977-6600,67.0,CE
Fernanda Souza,helena.silva@empresa.com,(46) 92288-9130,60.0,CE
Helena Oliveira,bruno.oliveira@gmail.com,(39) 97635-4516,38.0,MG
Igor Araujo,ana.lima@hotmail.com,(31) 96496-6657,60.0,BA
Helena Costa,carlos.lima@hotmail.com,(28) 94189-6117,56.0,CE
Carlos Ribeiro,carlos.costa@gmail.com,(70) 91972-3677,80.0,PE
Helena Almeida,daniela.ribeiro@gmail.com,(58) 99692-6152,31.0,SC
Carlos Oliveira,juliana.silva@yahoo.com.br,(47) 93967-7821,64.0,RS
Daniela Pereira,juliana.souza@empresa.com,(15) 90985-2579,39.0,GO
Ana Ribeiro,carlos.pereira@empresa.com,(54) 98371-7123,69.0,RS
Ana Lima,helena.costa@gmail.com,(49) 90837-3202,23.0,SC
Gustavo Pereira,,(12) 98323-6810,48.0,SC
Daniela Pereira,,(87) 97735-1361,28.0,GO
Bruno Oliveira,eduardo.araujo@yahoo.com.br,(94) 94259-1575,52.0,PE
Helena Araujo,helena.ribeiro@hotmail.com,(73) 94415-7422,38.0,RJ
Helena Costa,ana.pereira@gmail.com,(81) 92134-8019,70.0,PE
Helena Pereira,juliana.ribeiro@empresa.com,(72) 96229-3070,54.0,PR
Gustavo Ribeiro,helena.silva@hotmail.com,(18) 90102-6421,78.0,SP
Ana Araujo,carlos.lima@gmail.com,(83) 99826-4992,27.0,RJ
Gustavo Costa,daniela.ribeiro@yahoo.com.br,(12) 94825-5917,78.0,CE
Gustavo Araujo,fernanda.oliveira@hotmail.com,(87) 94669-1420,41.0,BA
Juliana Araujo,eduardo.silva@gmail.com,(98) 95375-2694,51.0,GO
Igor Nascimento,fernanda.costa@yahoo.com.br,(44) 99913-1209,78.0,RS
Ana Nascimento,daniela.ribeiro@empresa.com,(17) 93973-6408,33.0,SC
Bruno Almeida,eduardo.nascimento@yahoo.com.br,(30) 97557-1174,76.0,PR
Helena Silva,bruno.nascimento@empresa.com,(19) 90290-6930,25.0,RS
Daniela Nascimento,helena.costa@hotmail.com,,35.0,GO
Igor Ribeiro,eduardo.silva@gmail.com,(86) 91622-8953,67.0,RJ
Ana Nascimento,daniela.ribeiro@yahoo.com.br,(89) 95952-5008,29.0,SC
Gustavo Nascimento,eduardo.nascimento@gmail.com,(81) 91574-8556,67.0,RS
Ana Pereira,igor.oliveira@empresa.com,(43) 90099-9592,46.0,RJ
Eduardo Almeida,bruno.costa@yahoo.com.br,(83) 97232-6955,51.0,RJ
Gustavo Lima,juliana.almeida@hotmail.com,(19) 91924-6939,39.0,SP
Eduardo Almeida,helena.pereira@yahoo.com.br,(47) 95281-2049,31.0,XX
Carlos Ribeiro,,(37) 93997-9662,68.0,PE
Eduardo Araujo,eduardo.ribeiro@hotmail.com,(78) 93848-7320,66.0,RS
Ana Nascimento,gustavo.oliveira@empresa.com,(69) 90025-1664,25.0,PE
Carlos Almeida,daniela.oliveira@hotmail.com,(42) 91721-9981,70.0,PE
Helena Souza,,(27) 99047-9047,29.0,RS
Igor Souza,ana.ribeiro@yahoo.com.br,(72) 91572-9878,41.0,GO
Carlos Araujo,gustavo.almeida@yahoo.com.br,(33) 93168-1851,31.0,SC
Igor Oliveira,juliana.araujo@hotmail.com,(53) 95685-8755,59.0,CE
Gustavo Ribeiro,,(62) 91542-7218,44.0,GO
Fernanda Almeida,eduardo.araujo@yahoo.com.br,(80) 94131-2643,71.0,SC
Ana Oliveira,bruno.oliveira@yahoo.com.br,(35) 90107-1606,72.0,XX
Helena Araujo,,(89) 93347-3637,36.0,BA
Daniela Almeida,,(62) 94789-7583,74.0,SP
Bruno Lima,helena.oliveira@yahoo.com.br,(63) 97015-8997,66.0,SC
Fernanda Oliveira,carlos.silva@hotmail.com,(74) 93938-7827,35.0,CE
Bruno Souza,eduardo.oliveira@gmail.com,(85) 95000-2349,78.0,PR
Bruno Almeida,juliana.nascimento@yahoo.com.br,(13) 92974-9243,50.0,PR
Fernanda Souza,gustavo.oliveira@hotmail.com,(99) 92909-7607,39.0,MG
Igor Ribeiro,carlos.ribeiro@gmail.com,(75) 90074-3894,61.0,BA
Igor Araujo,juliana.araujo@gmail.com,(86) 92517-1893,75.0,SP
Carlos Ribeiro,carlos.silva@empresa.com,(54) 91758-3640,64.0,PE
Igor Ribeiro,gustavo.ribeiro@yahoo.com.br,(65) 95167-9621,29.0,RJ
Ana Oliveira,gustavo.souza@empresa.com,(66) 97581-3860,43.0,CE
Fernanda Araujo,,(92) 93023-6651,52.0,CE
Carlos Oliveira,juliana.ribeiro@hotmail.com,(35) 96950-4835,65.0,XX
Carlos Oliveira,carlos.pereira@yahoo.com.br,(77) 91754-3088,23.0,SP
Ana Ribeiro,fernanda.ribeiro@yahoo.com.br,(51) 93607-3433,46.0,GO
Eduardo Lima,juliana.araujo@yahoo.com.br,(27) 96973-1796,33.0,RJ
Helena Lima,juliana.oliveira@empresa.com,,48.0,PR
Carlos Souza,juliana.araujo@empresa.com,(79) 91752-4033,69.0,XX
Carlos Pereira,igor.pereira@yahoo.com.br,(41) 90271-8866,78.0,BA
Ana Araujo,daniela.costa@yahoo.com.br,(77) 99199-2002,31.0,PR
Eduardo Silva,igor.almeida@empresa.com,(19) 92322-3727,61.0,CE
Helena Almeida,gustavo.nascimento@empresa.com,(43) 93257-7804,48.0,PR
Helena Nascimento,,(26) 91558-1986,69.0,PR
Ana Araujo,helena.almeida@yahoo.com.br,(66) 94468-6449,36.0,RJ
Helena Pereira,juliana.oliveira@yahoo.com.br,(16) 95701-1839,41.0,SP
Daniela Araujo,fernanda.ribeiro@gmail.com,,49.0,BA
Helena Almeida,ana.lima@empresa.com,(20) 91095-8561,39.0,GO
Gustavo Almeida,bruno.pereira@yahoo.com.br,(74) 90460-9366,47.0,BA
Bruno Araujo,,(90) 92021-2364,46.0,SC
Juliana Silva,carlos.silva@hotmail.com,(18) 95289-1380,23.0,SC
Daniela Nascimento,igor.lima@gmail.com,(48) 91757-3712,75.0,PE
Eduardo Araujo,juliana.pereira@gmail.com,(53) 90976-2242,19.0,MG
Igor Pereira,bruno.costa@empresa.com,(31) 98252-8464,26.0,BA
Ana Oliveira,daniela.araujo@empresa.com,(52) 90982-9540,74.0,RJ
Carlos Silva,igor.pereira@gmail.com,(69) 90680-4196,75.0,PE
Fernanda Silva,juliana.souza@yahoo.com.br,(85) 97946-5035,50.0,RS
Carlos Silva,carlos.oliveira@gmail.com,(66) 99656-2551,33.0,BA
Juliana Araujo,gustavo.silva@yahoo.com.br,(40) 98074-2760,55.0,RJ
Eduardo Costa,,(14) 94519-7060,57.0,PR
Bruno Silva,bruno.lima@hotmail.com,(25) 94191-7249,69.0,RJ
Bruno Ribeiro,eduardo.silva@yahoo.com.br,(74) 91980-9107,67.0,MG
Carlos Oliveira,helena.ribeiro@hotmail.com,(62) 91052-1690,53.0,RS
Eduardo Araujo,carlos.araujo@gmail.com,(81) 93725-5847,67.0,RS
Juliana Araujo,bruno.lima@hotmail.com,(40) 95559-2071,44.0,RS
Igor Oliveira,daniela.silva@hotmail.com,(69) 95499-4732,44.0,BA
Helena Araujo,eduardo.araujo@empresa.com,(33) 94934-8749,25.0,MG
Fernanda Silva,bruno.pereira@gmail.com,(89) 90916-6799,64.0,CE
Bruno Lima,,(39) 93160-6044,,PR
Fernanda Costa,ana.pereira@yahoo.com.br,(11) 99456-2147,49.0,PR
Gustavo Souza,,(80) 93166-6833,54.0,PR
Gustavo Nascimento,helena.costa@empresa.com,(34) 96179-5425,57.0,SP
Bruno Lima,carlos.nascimento@empresa.com,(90) 96047-9641,28.0,RS
Helena Oliveira,helena.oliveira@gmail.com,(74) 99054-2197,25.0,PE
Bruno Lima,ana.araujo@gmail.com,(57) 95738-8376,23.0,RJ
Fernanda Nascimento,juliana.nascimento@hotmail.com,(70) 90383-8250,36.0,GO
Gustavo Nascimento,,(56) 97739-7983,66.0,RS
Daniela Pereira,gustavo.lima@gmail.com,(65) 92159-8567,62.0,MG
Juliana Silva,carlos.oliveira@yahoo.com.br,(59) 91694-1552,24.0,RS
Bruno Araujo,eduardo.silva@hotmail.com,(14) 94094-1343,36.0,BA
Igor Souza,fernanda.araujo@hotmail.com,(54) 93834-7398,19.0,RS
Helena Araujo,carlos.silva@gmail.com,(74) 91073-6273,73.0,SC
Eduardo Ribeiro,igor.oliveira@empresa.com,(69) 98787-1346,29.0,PR
Juliana Costa,daniela.costa@hotmail.com,,65.0,RJ
Eduardo Nascimento,daniela.silva@hotmail.com,(93) 99196-7293,35.0,GO
Juliana Araujo,juliana.almeida@yahoo.com.br,(64) 99911-1011,59.0,XX
Fernanda Oliveira,gustavo.ribeiro@empresa.com,(76) 95203-5020,69.0,CE
Juliana Araujo,juliana.souza@hotmail.com,(69) 95361-6155,31.0,PE
Helena Nascimento,juliana.lima@gmail.com,(66) 94875-9599,19.0,PE
Helena Almeida,igor.araujo@yahoo.com.br,(48) 95008-4882,26.0,PE
Carlos Araujo,,(43) 94599-7729,60.0,BA
Daniela Lima,juliana.nascimento@hotmail.com,(31) 96551-7534,54.0,MG
Daniela Silva,ana.costa@empresa.com,(37) 99779-6633,44.0,SC
Bruno Silva,gustavo.nascimento@hotmail.com,(99) 98557-2761,75.0,XX
Helena Souza,carlos.silva@empresa.com,(39) 98753-4821,56.0,RJ
Daniela Araujo,bruno.almeida@empresa.com,(99) 94984-2301,24.0,XX
Gustavo Ribeiro,fernanda.pereira@hotmail.com,(53) 92953-3608,53.0,GO
Ana Costa,ana.almeida@gmail.com,(70) 97436-2458,64.0,PR
Fernanda Nascimento,juliana.ribeiro@yahoo.com.br,(78) 99908-7743,79.0,PR
Daniela Silva,gustavo.souza@gmail.com,(60) 90382-1957,45.0,XX
Daniela Lima,igor.ribeiro@hotmail.com,(23) 91909-4973,34.0,RJ
Eduardo Souza,,(96) 98070-9217,48.0,RS
Eduardo Lima,helena.oliveira@empresa.com,(79) 97725-8556,64.0,MG
Igor Nascimento,eduardo.silva@yahoo.com.br,(77) 99487-3714,69.0,SP
Fernanda Silva,eduardo.pereira@empresa.com,(40) 90957-1942,34.0,CE
Bruno Costa,,(67) 97732-3306,71.0,CE
Fernanda Ribeiro,eduardo.souza@yahoo.com.br,(80) 94895-1796,24.0,CE
Juliana Araujo,carlos.costa@gmail.com,(16) 99930-1087,46.0,SP
Ana Oliveira,daniela.souza@yahoo.com.br,(33) 95425-1425,33.0,MG
Daniela Costa,daniela.almeida@hotmail.com,(44) 96689-7294,68.0,BA
Fernanda Almeida,juliana.costa@yahoo.com.br,(10) 95476-1030,39.0,PR
Helena Silva,gustavo.souza@gmail.com,(82) 90430-3991,26.0,MG
Carlos Almeida,ana.silva@yahoo.com.br,(57) 92562-9282,46.0,PE
Carlos Almeida,helena.almeida@empresa.com,(86) 97457-4237,68.0,CE
Igor Costa,helena.pereira@hotmail.com,(81) 94314-1418,32.0,XX
Helena Ribeiro,carlos.souza@hotmail.com,(11) 94310-2884,31.0,MG
Ana Nascimento,helena.costa@empresa.com,(32) 94394-2976,59.0,GO
Eduardo Araujo,ana.pereira@empresa.com,(96) 91706-9123,21.0,PR
Fernanda Nascimento,gustavo.souza@gmail.com,(27) 93126-9165,67.0,SC
Igor Silva,juliana.oliveira@gmail.com,(66) 93753-1527,55.0,CE
Daniela Araujo,ana.oliveira@hotmail.com,(11) 95384-4675,36.0,GO
Fernanda Costa,,(34) 90918-2898,43.0,CE
Bruno Oliveira,juliana.araujo@gmail.com,(30) 95401-3036,27.0,PR
Eduardo Silva,bruno.araujo@gmail.com,(77) 97004-5623,73.0,GO
Fernanda Ribeiro,daniela.nascimento@hotmail.com,(43) 98654-7106,38.0,RJ
Igor Oliveira,,(50) 90749-3794,74.0,CE
Juliana Araujo,,(41) 97369-5812,65.0,BA
Gustavo Oliveira,ana.pereira@yahoo.com.br,(72) 91970-6644,74.0,PE
Juliana Souza,eduardo.oliveira@gmail.com,(55) 90848-4575,79.0,CE
Eduardo Costa,eduardo.lima@yahoo.com.br,(22) 95299-1508,43.0,SP
Ana Lima,eduardo.almeida@yahoo.com.br,,50.0,MG
Gustavo Souza,eduardo.nascimento@yahoo.com.br,(75) 93630-9366,46.0,PR
Helena Pereira,juliana.silva@gmail.com,(78) 92371-1904,34.0,PE
Fernanda Almeida,eduardo.almeida@hotmail.com,(14) 92366-2761,48.0,RJ
Eduardo Pereira,gustavo.silva@hotmail.com,(28) 96627-3843,57.0,BA
Igor Lima,helena.nascimento@hotmail.com,,22.0,PE
Carlos Souza,gustavo.oliveira@empresa.com,(96) 96972-8730,25.0,RS
Fernanda Silva,daniela.costa@yahoo.com.br,(73) 95128-8576,71.0,BA
Daniela Souza,bruno.silva@empresa.com,(74) 97098-8348,57.0,SC
Helena Nascimento,,(12) 90444-8147,25.0,SP
Ana Almeida,fernanda.souza@yahoo.com.br,(69) 94009-7943,57.0,GO
Igor Oliveira,juliana.souza@gmail.com,(75) 97344-5275,46.0,CE
Daniela Costa,helena.silva@gmail.com,(28) 93449-2956,73.0,RS
Helena Nascimento,igor.costa@yahoo.com.br,(23) 91803-1130,32.0,XX
Eduardo Costa,bruno.almeida@empresa.com,(91) 99138-2284,65.0,GO
Carlos Souza,daniela.oliveira@hotmail.com,(75) 93243-2283,59.0,GO
Igor Oliveira,igor.araujo@hotmail.com,(52) 97512-2162,65.0,PE
Daniela Silva,fernanda.souza@gmail.com,(17) 99683-4229,69.0,PE
Helena Ribeiro,eduardo.costa@hotmail.com,(62) 96967-2809,66.0,GO
Igor Souza,gustavo.pereira@gmail.com,(62) 95906-9308,41.0,MG
Ana Lima,eduardo.silva@hotmail.com,(20) 98615-9357,,PE
Ana Araujo,juliana.souza@yahoo.com.br,(40) 97624-7188,20.0,RJ
Bruno Costa,igor.costa@hotmail.com,(63) 91109-8383,44.0,PE
Helena Silva,,(55) 95591-1906,42.0,GO
Bruno Nascimento,fernanda.costa@yahoo.com.br,(54) 98861-5351,74.0,BA
Eduardo Silva,igor.souza@hotmail.com,(88) 91911-8842,64.0,RS
Juliana Lima,bruno.costa@hotmail.com,(30) 96865-5358,41.0,SC
Daniela Costa,helena.lima@yahoo.com.br,(80) 93231-5419,58.0,GO
Daniela Pereira,eduardo.araujo@empresa.com,(44) 95027-4393,57.0,RS
Eduardo Lima,gustavo.costa@hotmail.com,(33) 98478-9551,61.0,RS
Igor Costa,daniela.araujo@gmail.com,(50) 99725-2391,21.0,PE
Helena Souza,bruno.ribeiro@hotmail.com,(68) 97414-2773,18.0,CE
Eduardo Oliveira,ana.almeida@yahoo.com.br,(65) 96191-5046,37.0,SC
Carlos Lima,helena.silva@empresa.com,(84) 90016-4189,78.0,RJ
Bruno Silva,ana.lima@yahoo.com.br,(74) 91122-9830,80.0,GO
Juliana Nascimento,ana.araujo@gmail.com,(76) 93307-3646,26.0,BA
Igor Souza,daniela.silva@empresa.com,(69) 93340-7435,79.0,SC
Daniela Nascimento,eduardo.costa@gmail.com,(47) 93822-8289,71.0,PR
Fernanda Nascimento,,,39.0,PE
Fernanda Lima,igor.lima@yahoo.com.br,(60) 99747-3928,32.0,XX
Carlos Lima,ana.pereira@hotmail.com,(68) 92234-3185,39.0,MG
Juliana Pereira,juliana.nascimento@yahoo.com.br,(66) 96676-2476,33.0,CE
Carlos Souza,carlos.oliveira@gmail.com,(96) 93589-6083,34.0,GO
Eduardo Araujo,bruno.nascimento@gmail.com,(73) 97770-7251,18.0,MG
Fernanda Nascimento,ana.pereira@hotmail.com,,41.0,XX
Helena Silva,juliana.ribeiro@hotmail.com,(12) 98736-8008,27.0,SC
Carlos Silva,gustavo.oliveira@yahoo.com.br,(56) 93232-2299,40.0,MG
Helena Silva,,(50) 98068-2740,37.0,PE
Bruno Ribeiro,igor.costa@yahoo.com.br,(27) 96398-6498,54.0,RJ
Ana Souza,igor.nascimento@hotmail.com,(68) 91915-1152,63.0,GO
Gustavo Ribeiro,gustavo.lima@empresa.com,(43) 96704-7933,67.0,RJ
Carlos Araujo,ana.almeida@hotmail.com,(65) 95854-7839,23.0,RJ
Juliana Almeida,igor.nascimento@yahoo.com.br,(42) 90532-5644,43.0,GO
Juliana Costa,ana.oliveira@yahoo.com.br,(84) 91374-2018,78.0,GO
Eduardo Costa,gustavo.costa@hotmail.com,(66) 94374-8393,73.0,CE
Daniela Nascimento,carlos.araujo@gmail.com,(48) 95949-7799,47.0,GO
Bruno Almeida,fernanda.souza@gmail.com,(19) 92614-2289,39.0,SC
Juliana Oliveira,gustavo.lima@empresa.com,(48) 99964-8303,19.0,SC
Bruno Almeida,gustavo.araujo@empresa.com,(48) 91225-6267,52.0,MG
Bruno Almeida,,(95) 92231-2985,69.0,SC
Eduardo Almeida,daniela.costa@empresa.com,(18) 91360-5055,59.0,RJ
Helena Pereira,gustavo.oliveira@hotmail.com,(58) 98609-4960,74.0,PE
Daniela Oliveira,,(99) 90783-3765,18.0,RJ
Juliana Lima,daniela.araujo@gmail.com,(74) 92618-8392,69.0,RJ
Fernanda Ribeiro,helena.lima@gmail.com,(32) 92927-1267,18.0,SP
Carlos Costa,eduardo.silva@yahoo.com.br,(20) 91257-4528,41.0,PR
Fernanda Almeida,igor.nascimento@hotmail.com,(13) 93727-4095,70.0,SP
Helena Silva,,(76) 99671-5708,54.0,RJ
Bruno Almeida,helena.silva@hotmail.com,(46) 99908-3306,79.0,BA
Bruno Costa,igor.araujo@hotmail.com,(36) 96985-8792,66.0,GO
Helena Almeida,igor.almeida@gmail.com,(47) 98033-4072,38.0,MG
Carlos Lima,ana.araujo@empresa.com,(47) 95435-8398,,GO
Fernanda Araujo,carlos.silva@empresa.com,(83) 95410-6989,58.0,MG
Juliana Oliveira,,(65) 98848-5145,63.0,RJ
Igor Souza,juliana.souza@empresa.com,(68) 96584-1695,51.0,CE
Gustavo Souza,igor.lima@hotmail.com,(32) 98903-2519,50.0,RJ
Fernanda Nascimento,,(24) 97963-2477,63.0,RS
Bruno Lima,,(84) 99666-5696,18.0,PE
Igor Almeida,carlos.ribeiro@hotmail.com,(33) 99191-4082,53.0,PE
Gustavo Araujo,gustavo.souza@gmail.com,(37) 92844-5457,80.0,PR
Gustavo Pereira,bruno.costa@yahoo.com.br,(11) 95083-3745,70.0,GO
Juliana Pereira,igor.lima@gmail.com,(94) 96086-6279,67.0,SP
Igor Oliveira,igor.costa@gmail.com,(44) 97690-2890,44.0,PR
Helena Ribeiro,igor.silva@yahoo.com.br,(14) 97225-4800,77.0,BA
Bruno Costa,fernanda.oliveira@yahoo.com.br,(21) 96272-1698,50.0,PR
Daniela Araujo,gustavo.pereira@empresa.com,(58) 99185-3969,77.0,BA
Gustavo Ribeiro,carlos.souza@empresa.com,(41) 99835-8765,71.0,PR
Juliana Costa,bruno.araujo@yahoo.com.br,(60) 97895-6241,42.0,BA
Igor Pereira,gustavo.silva@yahoo.com.br,(89) 99303-9788,38.0,RJ
Carlos Souza,,(22) 99027-8871,22.0,MG
Juliana Almeida,carlos.oliveira@yahoo.com.br,(53) 99948-1839,78.0,MG
Bruno Araujo,ana.costa@gmail.com,(77) 94925-2918,44.0,MG
Juliana Almeida,daniela.araujo@hotmail.com,(92) 95076-9400,44.0,GO
Fernanda Nascimento,helena.silva@empresa.com,(63) 94842-2888,67.0,PE
